class_unclass,contig_name,taxon,length,kmers
C,ENA_ABAV01051085_ABAV01051085.1,Flavobacteriaceae (taxid 49546),793,0:25 976:3 1790137:1 0:55 2058137:1 0:674
C,ENA_ABAV01051087_ABAV01051087.1,root (taxid 1),750,0:671 1:45
C,ENA_ABAV01051098_ABAV01051098.1,Tenacibaculum jejuense (taxid 584609),998,0:216 584609:7 0:254 983544:1 0:141 49546:3 0:5 34085:1 0:110 754397:1 49546:1 216432:3 49546:5 0:72 1836467:5 104267:2 0:137
C,ENA_ABAV01051099_ABAV01051099.1,Polaribacter sp. KT25b (taxid 1855336),822,0:418 52959:5 0:114 983544:5 0:12 1855336:5 0:229
C,ENA_ABAV01051137_ABAV01051137.1,cellular organisms (taxid 131567),779,0:132 9606:2 0:606 1969:2 0:3
C,ENA_ABAV01051174_ABAV01051174.1,Clostridium botulinum (taxid 1491),922,0:10 1491:4 0:874
C,ENA_ABAV01051183_ABAV01051183.1,Polaribacter reichenbachii (taxid 996801),971,0:453 996801:11 0:143 49546:7 0:3 996801:2 52959:5 0:7 1486034:3 0:5 1486034:7 0:1 584609:5 0:6 754423:1 0:1 1486034:1 0:190 996801:7 0:3 2173169:1 0:75
C,ENA_ABAV01051203_ABAV01051203.1,Tenacibaculum maritimum (taxid 107401),1050,0:908 52959:2 0:1 107401:5 0:100
C,ENA_ABAV01051204_ABAV01051204.1,Polaribacter sp. ALD11 (taxid 2058137),827,0:168 49546:5 0:6 1850252:2 0:173 52959:2 0:15 49546:6 996801:3 0:2 49546:5 0:22 2058137:5 0:174 104264:1 0:204
C,ENA_ABAV01051226_ABAV01051226.1,Clostridium botulinum (taxid 1491),927,0:28 1491:5 0:3 1491:1 0:1 131567:5 0:52 131567:2 0:10 131567:5 0:11 131567:1 0:29 131567:1 0:10 131567:49 526969:5 0:127 131567:5 0:2 1239:4 0:5 526973:4 0:528
C,ENA_ABAV01051277_ABAV01051277.1,Polaribacter sp. KT25b (taxid 1855336),965,A:10 0:261 52959:2 1855336:3 52959:5 1855336:7 0:265 52959:11 0:300 A:34 0:33
C,ENA_ABAV01051278_ABAV01051278.1,Polaribacter sp. KT25b (taxid 1855336),1055,0:493 1855336:5 0:269 1622118:3 0:251
C,ENA_ABAV01051287_ABAV01051287.1,Bacteria (taxid 2),1837,0:602 9606:2 0:152 9606:2 0:56 2:5 0:211 9606:2 0:151 9606:2 0:56 2:5 0:91 9606:2 0:56 2:5 0:91 9606:2 0:56 2:5 0:249
C,ENA_ABAV01051351_ABAV01051351.1,cellular organisms (taxid 131567),1454,0:158 2:1 0:56 1491:14 131567:49 2:5 1239:2 0:5 2:2 0:92 9606:9 131567:77 0:327 9606:15 0:161 9606:12 131567:46 526973:23 0:33 526973:3 0:28 526973:3 0:3 131567:6 526973:10 9606:11 0:131 9606:2 0:136
C,ENA_ABAV01051352_ABAV01051352.1,Bacillus cereus m1293 (taxid 526973),860,0:345 9606:10 0:2 526973:5 0:175 526973:38 0:77 1491:5 0:8 131567:15 0:91 9606:1 0:54
C,ENA_ABAV01051358_ABAV01051358.1,cellular organisms (taxid 131567),943,131567:43 0:866
C,ENA_ABAV01051416_ABAV01051416.1,Polaribacter sp. Hel1_33_78 (taxid 1336804),937,0:507 584609:6 0:142 52959:7 1336804:5 0:1 49546:5 0:1 52959:5 0:224
C,ENA_ABAV01051417_ABAV01051417.1,Lacinutrix sp. Bg11-31 (taxid 2057808),937,0:106 754423:1 0:95 1896175:3 0:319 2057808:4 0:61 2069432:3 592029:1 0:161 1790137:2 0:103 1836467:3 0:41
C,ENA_ABAV01051475_ABAV01051475.1,Bacillus cereus m1293 (taxid 526973),783,0:30 526973:3 0:133 131567:10 0:8 526973:2 0:41 1491:4 0:12 9606:1 0:393 526973:5 0:4 526973:5 0:29 A:34 0:35
C,ENA_ABAV01051490_ABAV01051490.1,Clostridium botulinum (taxid 1491),865,0:38 A:34 0:663 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:16
C,ENA_ABAV01051504_ABAV01051504.1,Bacillus cereus m1293 (taxid 526973),811,1396:10 1:13 1396:1 526973:7 131567:1 526973:19 0:9 9606:10 0:36 9606:1 0:170 1239:1 0:3 1239:5 0:1 1239:1 0:24 1491:5 0:64 9606:4 0:69 1491:5 0:3 1491:2 131567:15 0:42 131567:2 0:10 131567:5 0:11 131567:1 0:29 131567:1 0:10 131567:49 526969:5 0:133
C,ENA_ABAV01051525_ABAV01051525.1,Sphaerospermopsis kisseleviana NIES-73 (taxid 1973480),1720,0:831 1973480:5 0:13 1538644:1 0:836
C,ENA_ABAV01051526_ABAV01051526.1,Polaribacter sp. MED152 (taxid 313598),923,0:157 313598:5 0:2 1312072:3 0:10 754417:3 0:8 49546:4 0:46 49546:5 0:10 326319:4 0:71 2057808:1 0:369 34085:1 0:190
C,ENA_ABAV01051532_ABAV01051532.1,Bacillus cereus m1293 (taxid 526973),1138,131567:12 526973:4 0:15 526973:4 0:1 526973:7 1396:1 1:13 1396:18 1239:2 1396:7 131567:4 1239:13 1:9 131567:54 526973:11 0:22 9606:17 0:4 9606:7 0:45 9606:5 0:220 526973:5 0:4 526973:5 0:393 9606:1 0:12 1491:4 0:41 526973:2 0:8 131567:10 0:124
C,ENA_ABAV01051533_ABAV01051533.1,Bacillus cereus m1293 (taxid 526973),1151,0:90 526969:5 131567:49 0:10 131567:1 0:29 131567:1 0:11 131567:5 0:10 131567:2 0:52 131567:5 0:1 1491:1 0:3 1491:5 0:137 1491:5 0:24 1239:1 0:1 1239:2 0:6 1239:1 0:170 9606:1 0:28 131567:3 526973:5 131567:15 0:32 1:13 1396:18 1239:2 1396:7 131567:4 1239:13 1:9 131567:54 526973:11 0:22 9606:17 0:4 9606:7 0:45 9606:5 0:175
C,ENA_ABAV01051581_ABAV01051581.1,Bacillus cereus m1293 (taxid 526973),873,0:64 A:34 0:64 1239:1 0:1 1239:5 0:3 1239:1 0:170 9606:1 0:28 131567:3 526973:5 131567:15 526973:23 131567:1 526973:7 1396:1 1:13 1396:18 1239:2 1396:7 131567:4 1239:13 1:9 131567:54 526973:11 0:22 9606:17 0:4 9606:7 0:45 9606:5 0:181
C,ENA_ABAV01051582_ABAV01051582.1,Clostridium botulinum (taxid 1491),924,0:112 A:34 131567:43 9606:9 0:92 2:2 131567:5 1239:2 2:5 131567:49 1491:14 0:56 2:1 0:149 9606:4 0:62 131567:6 0:6 1491:1 0:36 9606:8 131567:2 1491:21 0:171
C,ENA_ABAV01051598_ABAV01051598.1,Bacillus cereus m1293 (taxid 526973),1350,1491:2 0:24 1239:1 0:1 1239:5 0:3 1239:1 0:170 9606:1 0:28 131567:3 526973:5 131567:15 526973:4 0:15 526973:4 0:1 526973:7 1396:1 1:13 1396:18 1239:2 1396:7 131567:4 1239:13 1:9 131567:54 526973:11 0:22 9606:17 0:4 9606:7 0:45 9606:5 0:220 526973:5 0:4 526973:5 0:40 A:34 0:319 9606:1 0:12 1491:4 0:41 526973:2 0:8 131567:10 0:89
C,ENA_ABAV01051602_ABAV01051602.1,Clostridium botulinum (taxid 1491),867,A:31 0:269 1239:4 0:2 131567:5 0:127 526969:5 131567:49 0:10 131567:1 0:29 131567:1 0:11 131567:5 0:10 131567:2 0:42 131567:15 1491:2 0:3 1491:5 0:69 9606:4 0:64 1491:5 0:24 1239:1 0:1 1239:5 0:3 1239:1 0:28
C,ENA_ABAV01051603_ABAV01051603.1,cellular organisms (taxid 131567),889,0:81 9606:2 0:131 9606:11 526973:10 131567:6 0:3 526973:3 0:28 526973:3 0:33 526973:23 131567:46 9606:12 0:161 9606:15 0:37 1491:1 0:111 A:34 0:1 9606:4 131567:5 526973:5 0:89
C,ENA_ABAV01051639_ABAV01051639.1,Flavobacterium indicum GPTSA100-9 = DSM 17447 (taxid 1094466),864,0:365 1034807:4 0:6 1034807:4 0:115 1094466:3 0:11 52959:10 0:79 592029:5 0:39 1094466:9 0:6 1094466:1 0:173
C,ENA_ABAV01051671_ABAV01051671.1,Bacillus cereus m1293 (taxid 526973),909,1396:4 1239:2 1396:7 131567:4 1239:13 1:9 131567:54 526973:11 0:22 9606:17 0:4 9606:7 0:45 9606:5 0:220 526973:1 0:8 526973:5 0:391 A:34 0:12
C,ENA_ABAV01051673_ABAV01051673.1,Clostridium botulinum (taxid 1491),866,0:62 131567:6 0:6 1491:1 0:36 9606:8 131567:2 1491:21 0:690
C,ENA_ABAV01051675_ABAV01051675.1,Polaribacter sp. Hel1_33_78 (taxid 1336804),921,0:151 1850246:5 2:2 0:1 2:2 49546:1 976:23 52959:9 49546:11 52959:2 49546:10 976:9 49546:3 1855336:5 52959:3 2:12 49546:5 1336804:3 2058137:2 2:5 1336804:5 0:50 2:3 0:5 2:52 0:79 49546:7 0:2 49546:4 0:5 1186:2 0:47 1010:5 0:3 754423:5 0:32 976:5 200644:4 0:14 1774273:5 0:2 216432:1 0:3 49546:5 0:2 976:4 0:5 1562970:5 0:12 49546:1 2058134:5 107401:16 0:130 754409:2 0:34 28251:3 0:59
C,ENA_ABAV01051717_ABAV01051717.1,Pseudomonas mendocina (taxid 300),949,0:40 1534110:5 0:5 286:3 1534110:1 0:5 286:5 300:14 0:86 76760:3 0:76 198620:7 300:4 198620:2 0:6 286:7 0:164 287:5 1236:1 0:112 300:1 0:314 286:1 0:48
C,ENA_ABAV01051718_ABAV01051718.1,Pseudomonas mendocina (taxid 300),1077,0:48 300:5 0:81 1761794:4 0:12 1224:5 338966:1 0:99 43263:4 0:226 286:5 0:73 517:5 300:3 995085:4 0:165 76760:2 286:5 0:165 1236:3 0:11 286:5 0:66 1930532:2 286:11 1224:1 1236:5 0:17 1224:1 0:5 287:1 0:3
C,ENA_ABAV01051719_ABAV01051719.1,Pseudomonas litoralis (taxid 797277),1220,0:747 797277:2 0:3 797277:1 0:433
C,ENA_ABAV01051742_ABAV01051742.1,Bacillus cereus m1293 (taxid 526973),1029,0:45 1491:5 0:24 1239:1 0:1 1239:5 0:3 1239:1 0:170 9606:1 0:28 131567:3 526973:5 131567:15 526973:4 0:15 526973:4 0:1 526973:7 1396:1 1:13 1396:18 1239:2 1396:7 131567:4 1239:13 1:9 131567:54 526973:11 0:22 9606:17 0:4 9606:7 0:45 9606:5 0:220 526973:5 0:4 526973:5 0:62 A:34 0:95
C,ENA_ABAV01051743_ABAV01051743.1,Clostridium botulinum (taxid 1491),837,1491:5 0:63 A:34 0:701
C,ENA_ABAV01051758_ABAV01051758.1,root (taxid 1),684,0:606 1:44
C,ENA_ABAV01051759_ABAV01051759.1,Pseudomonas fluorescens R124 (taxid 743713),813,0:6 294:13 0:1 1236:5 0:197 1224150:5 0:11 1224:5 0:1 286:5 0:33 286:1 0:5 286:17 198620:7 0:7 91347:4 0:130 1236:1 0:7 1224:7 0:50 1224:5 0:1 330:2 0:5 1769779:2 0:5 1769779:2 0:1 286:7 743713:5 1236:3 2049589:5 1236:9 286:3 0:40 543:4 286:1 0:9 286:5 0:24 1236:1 0:1 286:5 543:2 0:114
C,ENA_ABAV01051760_ABAV01051760.1,Pseudomonas syringae pv. syringae SM (taxid 1262350),881,0:15 286:3 0:45 286:1 0:2 286:7 0:5 136849:2 286:5 0:1 286:5 0:2 286:3 135621:9 286:2 0:9 286:5 0:55 286:3 1856685:7 286:1 1856685:1 286:5 0:2 2083054:5 0:96 136845:5 1262350:1 136849:1 1262350:5 0:3 33069:2 136849:4 0:34 286:5 0:5 286:12 0:28 286:3 0:63 1930532:5 0:67 157783:5 0:1 286:5 0:6 286:7 0:1 286:18 1853130:7 286:1 0:1 198107:5 0:1 1853130:5 106589:4 0:5 1236:2 0:10 472181:1 0:162 1930532:5 0:7 286:2 0:38 1236:5 0:4
C,ENA_ABAV01051778_ABAV01051778.1,Pseudomonas (taxid 286),1640,A:2 0:150 286:1 0:41 1981174:4 0:282 157782:6 286:14 46677:1 0:16 286:2 0:4 135621:7 354:3 135621:5 286:2 0:172 644801:3 0:60 136843:1 0:11 183795:1 0:17 390235:1 0:5 1856685:6 286:3 1441629:5 0:84 286:5 0:97 286:23 0:119 286:3 0:152 53408:5 0:3 286:5 0:20 286:5 0:7 287:5 0:61 1236:1 1294143:5 1224:1 135621:5 286:4 1236:1 286:1 0:65 1294143:1 0:38 1224:1 0:18 286:3 0:5 286:2 0:36
C,ENA_ABAV01051779_ABAV01051779.1,Pseudomonas sp. CC6-YY-74 (taxid 1930532),948,0:31 1930532:24 286:2 1930532:1 286:11 0:1 472181:7 0:5 286:1 1930532:5 0:37 300:4 0:17 1981174:4 0:6 1981174:1 0:20 286:1 1224:22 0:2 286:6 76760:5 0:131 286:5 364197:1 286:5 364197:3 219572:11 0:17 43263:5 0:4 1930532:2 0:10 216142:5 286:1 216142:6 0:7 1930532:9 0:76 353:4 0:7 135621:3 0:1 743720:1 1981174:2 286:16 135621:5 1224:5 286:6 0:4 1981174:1 286:3 0:213 1149133:1 0:8 743720:5 0:3 1224:2 1147786:5 1224:2 0:30 286:6 1224:3 286:1 1224:18 286:5 0:6 286:3 0:17 1930532:2 286:5 300:2 286:8
C,ENA_ABAV01051800_ABAV01051800.1,Pseudomonas stutzeri (taxid 316),826,0:91 286:12 0:3 743720:1 0:97 316:1 0:2 316:5 0:1 316:5 0:151 364197:1 354:5 286:11 136843:6 300:2 0:1 286:2 0:230 1856685:3 0:16 1856685:2 0:5 1856685:1 0:26 286:15 0:97
C,ENA_ABAV01051801_ABAV01051801.1,Pseudomonas fluorescens Q2-87 (taxid 1038922),1072,0:14 286:7 0:9 286:5 330:3 0:25 286:5 0:1 286:7 294:7 1038922:4 0:437 1421430:4 0:330 1856685:5 0:3 286:14 0:58 286:1 0:9 286:23 0:36 1224:5 303:4 286:5 0:17
C,ENA_ABAV01051809_ABAV01051809.1,Bacillus cereus m1293 (taxid 526973),871,0:85 9606:5 0:45 9606:7 0:4 9606:17 0:22 526973:11 131567:54 1:9 1239:13 131567:4 1396:7 1239:2 1396:18 1:13 1396:1 526973:7 0:1 526973:4 0:15 526973:4 131567:15 526973:5 131567:3 0:28 9606:1 0:170 1239:1 0:3 1239:5 0:1 1239:1 0:24 1491:5 0:64 9606:4 0:69 1491:5 A:34 0:28 131567:2 0:10 131567:5 0:6
C,ENA_ABAV01051810_ABAV01051810.1,Bacillus cereus m1293 (taxid 526973),819,0:24 1239:9 526973:39 0:77 1491:5 0:8 131567:15 0:38 9606:1 0:52 9606:1 0:68 1491:4 0:1 1239:17 526973:5 0:78 9606:1 0:7 9606:19 131567:1 0:11 131567:8 0:1 131567:5 0:26 526973:3 0:133 131567:10 0:8 526973:2 0:41 1491:4 0:12 9606:1 0:50
C,ENA_ABAV01051842_ABAV01051842.1,Clostridium botulinum (taxid 1491),847,0:474 1491:3 131567:3 0:5 1491:3 0:35 2057025:4 0:237 1:5 2:1 1:7 0:1 2057025:1 0:34
C,ENA_ABAV01051843_ABAV01051843.1,Clostridium botulinum (taxid 1491),1228,0:272 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:62 9606:4 0:149 2:1 0:56 1491:14 131567:49 2:5 1239:2 0:5 2:2 0:92 9606:9 131567:77 0:130 526973:5 131567:5 9606:4 0:145 1491:1 0:25
C,ENA_ABAV01051853_ABAV01051853.1,Flavivirga eckloniae (taxid 1803846),724,0:103 1150389:2 0:5 1150389:2 0:3 1150389:2 0:150 2057808:5 0:57 1803846:5 0:89 1803846:1 0:5 1803846:1 0:94 1306519:1 0:165
C,ENA_ABAV01051878_ABAV01051878.1,Vibrio rotiferianus (taxid 190895),807,0:298 190895:5 0:6 1224:5 0:459
C,ENA_ABAV01051879_ABAV01051879.1,Acinetobacter bereziniae (taxid 106648),1027,0:699 286:4 0:1 1236:6 135619:3 1224:2 0:102 106648:4 468:5 0:8 468:1 0:158
C,ENA_ABAV01051905_ABAV01051905.1,Yersiniaceae (taxid 1903411),931,0:175 1945512:5 1236:2 0:25 1789224:1 0:74 1581680:5 0:28 1236:9 1261127:1 0:36 106648:1 1236:4 1224:11 0:57 160674:1 0:3 47917:5 91347:1 0:5 2743:1 0:1 1163748:4 0:37 1805933:5 0:21 909768:2 0:90 469:3 0:18 1470434:4 0:35 156889:1 0:8 359370:5 0:127 1236:4 0:1 1224:1 2:5 0:5 286:5 63:2 0:23 187493:3 0:26 1236:5 0:6
C,ENA_ABAV01051906_ABAV01051906.1,Clostridium botulinum (taxid 1491),715,0:361 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:62 9606:4 0:149 2:1 0:24
C,ENA_ABAV01051907_ABAV01051907.1,Clostridium botulinum (taxid 1491),550,0:11 1491:5 0:64 9606:4 0:69 1491:5 0:3 1491:2 131567:15 0:42 131567:2 0:10 131567:5 0:11 131567:1 0:29 131567:1 0:10 131567:49 526969:5 0:113 A:34 0:26
C,ENA_ABAV01051912_ABAV01051912.1,Bacteria (taxid 2),1089,0:438 1312072:5 0:244 1850252:3 0:8 407035:5 0:352
C,ENA_ABAV01051913_ABAV01051913.1,Lacinutrix venerupis (taxid 1486034),867,1534:1 2:3 0:2 49546:1 1486034:5 2058135:1 0:820
C,ENA_ABAV01051920_ABAV01051920.1,Flavobacteriaceae (taxid 49546),775,0:2 1312072:5 0:5 1312072:5 49546:8 2069432:7 0:13 49546:5 0:27 754409:1 0:20 584609:1 0:2 584609:1 0:72 983548:5 2162713:9 0:82 1790137:1 0:78 1936081:2 0:40 107401:3 0:10 326319:1 0:180 2057808:10 0:146
C,ENA_ABAV01051941_ABAV01051941.1,Flavobacteriaceae (taxid 49546),824,0:221 584609:5 1936081:2 76831:5 0:16 1774273:4 0:66 1094466:5 0:27 2:5 0:2 1236:4 0:92 49546:2 2:5 0:2 2:1 49546:9 976:5 253:5 976:5 1850246:2 0:57 1336794:5 0:6 34105:10 0:212 1249933:2 0:1 1249933:1 0:5 138:1
C,ENA_ABAV01051943_ABAV01051943.1,Clostridium botulinum (taxid 1491),852,0:36 131567:6 0:6 1491:1 0:36 9606:8 131567:2 1491:21 0:616 A:34 0:52
C,ENA_ABAV01051944_ABAV01051944.1,Clostridium botulinum (taxid 1491),870,0:160 2057025:1 0:1 1:7 2:1 1:5 0:237 2057025:4 0:35 1491:3 0:5 131567:3 1491:4 0:306 A:34 0:30
C,ENA_ABAV01051977_ABAV01051977.1,Clostridium botulinum (taxid 1491),849,0:480 9606:4 0:64 1491:5 0:24 1239:1 0:1 1239:5 0:3 1239:1 0:80 A:34 0:113
C,ENA_ABAV01051978_ABAV01051978.1,Clostridium botulinum (taxid 1491),792,0:463 131567:4 0:62 9606:4 0:149 2:1 0:56 1491:14 131567:5
C,ENA_ABAV01051993_ABAV01051993.1,root (taxid 1),807,0:741 1:32
C,ENA_ABAV01052001_ABAV01052001.1,Clostridium botulinum (taxid 1491),736,0:3 1239:1 0:3 1239:5 0:1 1239:1 0:24 1491:5 0:64 9606:4 0:69 1491:5 0:3 1491:1 0:1 131567:5 0:52 131567:2 0:56 131567:1 0:10 131567:49 526969:5 0:127 131567:5 0:2 1239:4 0:5 526973:4 0:185
C,ENA_ABAV01052002_ABAV01052002.1,Bacillus cereus m1293 (taxid 526973),833,0:15 1491:4 0:1 1239:17 526973:5 0:78 9606:1 0:7 9606:19 131567:1 0:11 131567:8 0:1 131567:5 0:26 526973:3 0:133 131567:10 0:8 526973:2 0:41 1491:4 0:12 9606:1 0:386
C,ENA_ABAV01052005_ABAV01052005.1,Pseudomonas stutzeri (taxid 316),842,0:55 316:5 0:4 1224:13 286:4 1224:24 1236:4 286:5 0:387 1236:17 1224:20 1236:2 1224:5 1236:2 1224:7 286:1 0:253
C,ENA_ABAV01052006_ABAV01052006.1,Pseudomonas salegens (taxid 1434072),844,1224:11 1236:4 0:22 1434072:10 1236:13 1434072:18 0:59 1434072:8 0:1 1434072:5 0:26 1434072:18 0:3 1434072:5 62322:2 0:5 62322:12 0:95 62322:5 0:18 62322:7 0:6 62322:6 0:24 1236:14 135619:5 2014541:13 0:7 2014541:3 0:36 1434072:7 0:13 62322:4 0:22 135619:2 0:5 187493:8 135619:4 187493:8 1236:1 187493:5 0:4 62322:1 135622:5 62322:2 135622:10 1236:3 135622:5 1236:7 0:30 62322:7 0:1 1434072:19 1236:1 1434072:5 1236:3 1434072:5 1236:20 0:29 1236:6 0:1 1236:7 0:10 2014541:5 0:1 2014541:5 0:2 2014541:2 400668:5 0:1 1236:5 0:5 62322:2 0:8 1236:5 0:7 1434072:4 0:32
C,ENA_ABAV01052095_ABAV01052095.1,Polaribacter sp. MED152 (taxid 313598),838,0:22 1016:5 0:129 2058137:7 0:27 1798225:5 0:155 49546:7 313598:2 52959:3 313598:8 0:1 313598:5 0:2 313598:2 0:44 2069432:5 0:93 1774273:4 0:278
C,ENA_ABAV01052096_ABAV01052096.1,Polaribacter sp. BM10 (taxid 1529069),1236,0:161 592029:1 0:5 584609:1 0:250 880071:1 0:2 49546:7 976:10 0:126 425104:5 0:5 1848904:5 0:94 1529069:4 0:5 52959:2 0:1 976:5 0:372 163877:4 0:4 148814:3 0:12 1454006:3 0:114
C,ENA_ABAV01052105_ABAV01052105.1,Shewanella amazonensis SB2B (taxid 326297),1290,0:625 34062:1 0:54 326297:5 0:571
C,ENA_ABAV01052109_ABAV01052109.1,Trichormus variabilis ATCC 29413 (taxid 240292),1575,0:1089 240292:5 0:291 9606:2 0:154
C,ENA_ABAV01052110_ABAV01052110.1,Cellulophaga baltica NN016038 (taxid 1348585),1087,0:252 1790137:5 0:6 996801:2 49546:2 0:68 107401:5 0:34 1855336:4 0:7 1855336:1 0:1 1855336:3 49546:4 0:33 1249933:5 976:1 49546:9 976:5 2:3 1348585:5 0:5 1348585:5 0:68 511435:5 0:5 2058135:5 0:37 1336804:5 0:171 755732:1 0:291
C,ENA_ABAV01052130_ABAV01052130.1,Polaribacter sp. KT25b (taxid 1855336),843,0:115 1019:1 0:109 1855336:9 49546:5 0:32 1774273:2 0:106 2058134:1 0:168 1622118:1 0:213 A:34 0:13
C,ENA_ABAV01052131_ABAV01052131.1,Polaribacter sp. MED152 (taxid 313598),1184,0:639 313598:8 0:409 979:5 0:89
C,ENA_ABAV01052145_ABAV01052145.1,cellular organisms (taxid 131567),791,0:287 22:5 0:122 9606:5 0:338
C,ENA_ABAV01052147_ABAV01052147.1,Chlamydia psittaci M56 (taxid 1218357),714,0:316 1218357:5 0:30 1218357:5 0:224 1218357:5 0:30 1218357:5 0:60
C,ENA_ABAV01052163_ABAV01052163.1,Bacillus cereus m1293 (taxid 526973),1284,0:11 131567:5 526973:5 0:1229
C,ENA_ABAV01052173_ABAV01052173.1,Polaribacter sp. SA4-12 (taxid 1312072),1355,0:27 49546:2 1312072:5 52959:3 0:96 1803846:3 0:48 52959:1 0:201 1453352:2 0:700 49546:2 0:231
C,ENA_ABAV01052190_ABAV01052190.1,Formosa agariphila KMM 3901 (taxid 1347342),1278,0:230 9606:4 0:191 754417:3 0:5 49546:3 0:48 2:5 0:50 313595:1 1936080:2 0:23 2201181:4 0:19 1347342:2 0:7 1347342:8 0:194 1094466:2 0:443
C,ENA_ABAV01052193_ABAV01052193.1,Pseudomonas pohangensis (taxid 364197),809,0:95 364197:3 0:65 286:5 0:607
C,ENA_ABAV01052194_ABAV01052194.1,Pseudomonas parafulva (taxid 157782),980,0:36 2:3 1224:5 2:1 1224:5 2:1 1224:5 2:2 0:112 1149133:1 0:5 1236:11 286:3 2005884:5 286:2 0:205 286:10 1294143:3 0:6 511062:4 0:80 380021:2 0:205 380021:3 0:10 1224:5 0:1 61652:3 1224:5 1236:10 1224:18 2:7 1224:4 286:4 1224:8 286:2 1224:6 135621:4 43263:1 286:7 157782:11 380021:4 157782:2 0:5 286:1 0:1 200451:5 0:1 219572:3 0:42 1236:5 303:1 0:55
C,ENA_ABAV01052274_ABAV01052274.1,root (taxid 1),765,0:693 1:37 0:1
C,ENA_ABAV01052278_ABAV01052278.1,Polaribacter sp. SA4-12 (taxid 1312072),814,0:598 49546:3 0:1 49546:6 52959:5 0:5 1312072:1 0:94 143223:5 0:13 107401:4 0:45
C,ENA_ABAV01052285_ABAV01052285.1,Pseudomonas saudiphocaensis (taxid 1499686),889,0:11 1499686:4 0:33 286:5 0:22 1788301:1 0:75 286:3 0:276 1768242:2 0:423
C,ENA_ABAV01052286_ABAV01052286.1,Pseudomonas alcaligenes (taxid 43263),835,0:16 1930532:4 286:5 53408:5 0:27 741155:5 0:20 364197:1 0:5 286:8 0:49 286:5 2:3 0:5 1981174:5 294:5 0:3 1981174:1 286:5 1981174:3 0:1 286:8 1301098:6 0:8 1301098:3 0:40 286:5 0:6 286:1 0:28 135621:5 0:1 286:5 0:3 286:5 0:40 1930532:2 0:18 323:2 0:4 323:3 0:76 286:7 0:1 286:21 135621:1 287:7 286:9 1236:3 1224:1 2:5 1224:1 286:5 0:8 380021:2 0:8 135621:3 1981174:2 0:1 286:1 0:5 135621:1 1236:5 135621:1 1236:7 286:11 0:24 1236:8 43263:9 0:1 43263:3 0:84 286:5 76759:5 0:4 286:4 0:9 286:6 0:5 1236:1 286:5 1236:8 1224:6 1236:4 2:1 1236:7 286:9 0:27
C,ENA_ABAV01052320_ABAV01052320.1,Vibrio coralliilyticus (taxid 190893),755,0:565 662:1 0:18 190893:1 0:136
C,ENA_ABAV01052353_ABAV01052353.1,Clostridium botulinum (taxid 1491),1119,0:786 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:62 9606:4 0:149 2:1 0:3
C,ENA_ABAV01052354_ABAV01052354.1,Bacillus cereus m1293 (taxid 526973),802,0:183 526973:5 0:4 526973:5 0:220 9606:5 0:45 9606:7 0:4 9606:17 0:22 526973:11 131567:54 1:9 1239:13 131567:4 1396:7 1239:2 1396:18 1:13 1396:1 526973:7 0:1 526973:4 0:15 526973:4 131567:15 526973:5 131567:3 0:65
C,ENA_ABAV01052359_ABAV01052359.1,Clostridium botulinum (taxid 1491),826,0:667 A:34 0:8 131567:10 0:8 526973:2 0:41 1491:4 0:12 9606:1 0:5
C,ENA_ABAV01052360_ABAV01052360.1,Bacillus cereus m1293 (taxid 526973),822,131567:28 0:130 526973:5 131567:5 9606:4 0:145 1491:1 0:37 9606:15 0:161 9606:12 131567:46 526973:23 0:33 526973:3 0:28 526973:3 0:3 131567:6 526973:10 9606:11 0:79
C,ENA_ABAV01052363_ABAV01052363.1,Erythrobacter litoralis (taxid 39960),1277,0:677 43:1 0:7 39960:5 0:553
C,ENA_ABAV01052375_ABAV01052375.1,Sulfurimonas gotlandica GD1 (taxid 929558),1219,0:238 929558:5 0:779 9606:1 0:162
C,ENA_ABAV01052380_ABAV01052380.1,Proteobacteria (taxid 1224),1285,A:14 0:491 28087:5 0:41 57665:5 0:1 2115978:2 0:692
C,ENA_ABAV01052381_ABAV01052381.1,Maribacter sp. T28 (taxid 1836467),1542,0:728 1836467:1 0:283 1836467:5 0:491
C,ENA_ABAV01052397_ABAV01052397.1,Clostridium botulinum (taxid 1491),821,0:497 1491:4 131567:3 0:5 1491:3 0:35 2057025:4 0:170 A:34 0:32
C,ENA_ABAV01052406_ABAV01052406.1,Bacillus cereus (taxid 1396),796,0:89 1396:7 0:666
