index,identifiers,gc,length,acti_mapped.sorted_cov,bestsumorder_phylum
3133,ENA_WAHB01003134_WAHB01003134.1,0.3361,1836,818.4981,no-hit
3134,ENA_WAHB01003135_WAHB01003135.1,0.3279,1834,345.0447,no-hit
3135,ENA_WAHB01003136_WAHB01003136.1,0.3281,1834,268.7888,no-hit
3136,ENA_WAHB01003137_WAHB01003137.1,0.3786,1831,405.3014,no-hit
3137,ENA_WAHB01003138_WAHB01003138.1,0.3431,1804,91.9656,no-hit
3138,ENA_WAHB01003139_WAHB01003139.1,0.4269,1828,746.0846,no-hit
3139,ENA_WAHB01003140_WAHB01003140.1,0.3963,1824,1693.3589,no-hit
3140,ENA_WAHB01003141_WAHB01003141.1,0.5437,1821,1063.2353,no-hit
3141,ENA_WAHB01003142_WAHB01003142.1,0.3687,1816,328.7897,no-hit
3142,ENA_WAHB01003143_WAHB01003143.1,0.441,1815,668.4746,no-hit
3143,ENA_WAHB01003144_WAHB01003144.1,0.3704,1755,155.0325,no-hit
3144,ENA_WAHB01003145_WAHB01003145.1,0.3061,1761,169.5542,no-hit
3145,ENA_WAHB01003146_WAHB01003146.1,0.3919,1752,217.973,no-hit
3146,ENA_WAHB01003147_WAHB01003147.1,0.3703,1802,205.8773,no-hit
3147,ENA_WAHB01003148_WAHB01003148.1,0.3405,1800,202.3979,no-hit
3148,ENA_WAHB01003149_WAHB01003149.1,0.3856,1757,251.7182,no-hit
3149,ENA_WAHB01003150_WAHB01003150.1,0.4045,1743,263.9266,no-hit
3150,ENA_WAHB01003151_WAHB01003151.1,0.4031,1684,3356.2319,no-hit
3151,ENA_WAHB01003152_WAHB01003152.1,0.3902,1736,135.2075,no-hit
3152,ENA_WAHB01003153_WAHB01003153.1,0.3792,1746,272.146,no-hit
3153,ENA_WAHB01003154_WAHB01003154.1,0.4049,1789,372.5878,no-hit
3154,ENA_WAHB01003155_WAHB01003155.1,0.3455,1774,133.2255,no-hit
3155,ENA_WAHB01003156_WAHB01003156.1,0.3704,1780,268.394,no-hit
3156,ENA_WAHB01003157_WAHB01003157.1,0.3692,1722,147.9365,no-hit
3157,ENA_WAHB01003158_WAHB01003158.1,0.3024,1776,316.1926,no-hit
3158,ENA_WAHB01003159_WAHB01003159.1,0.4315,1776,287.7656,no-hit
3159,ENA_WAHB01003160_WAHB01003160.1,0.3217,1778,85.9504,no-hit
3160,ENA_WAHB01003161_WAHB01003161.1,0.5314,1774,944.1249,no-hit
3161,ENA_WAHB01003162_WAHB01003162.1,0.3805,1714,239.3963,no-hit
3162,ENA_WAHB01003163_WAHB01003163.1,0.4781,1765,1003.4889,no-hit
3163,ENA_WAHB01003164_WAHB01003164.1,0.3746,1759,197.8181,no-hit
3164,ENA_WAHB01003165_WAHB01003165.1,0.3705,1758,295.1793,no-hit
3165,ENA_WAHB01003166_WAHB01003166.1,0.3514,1696,87.6002,no-hit
3166,ENA_WAHB01003167_WAHB01003167.1,0.351,1697,155.0608,Cnidaria
3167,ENA_WAHB01003168_WAHB01003168.1,0.359,1756,271.2239,no-hit
3168,ENA_WAHB01003169_WAHB01003169.1,0.4444,1703,1223.1652,no-hit
3169,ENA_WAHB01003170_WAHB01003170.1,0.3672,1664,3313.8996,no-hit
3170,ENA_WAHB01003171_WAHB01003171.1,0.3643,1751,1111.2955,no-hit
3171,ENA_WAHB01003172_WAHB01003172.1,0.3479,1749,185.2854,no-hit
3172,ENA_WAHB01003173_WAHB01003173.1,0.349,1748,339.1456,no-hit
3173,ENA_WAHB01003174_WAHB01003174.1,0.3613,1716,146.3456,no-hit
3174,ENA_WAHB01003175_WAHB01003175.1,0.4626,1686,3646.7355,no-hit
3175,ENA_WAHB01003176_WAHB01003176.1,0.3593,1734,109.2866,no-hit
3176,ENA_WAHB01003177_WAHB01003177.1,0.3853,1732,506.1687,no-hit
3177,ENA_WAHB01003178_WAHB01003178.1,0.4009,1732,684.9688,no-hit
3178,ENA_WAHB01003179_WAHB01003179.1,0.3279,1732,84.0843,no-hit
3179,ENA_WAHB01003180_WAHB01003180.1,0.328,1677,90.0924,no-hit
3180,ENA_WAHB01003181_WAHB01003181.1,0.3757,1731,581.3183,no-hit
3181,ENA_WAHB01003182_WAHB01003182.1,0.3686,1729,1284.6088,no-hit
3182,ENA_WAHB01003183_WAHB01003183.1,0.5333,1727,14.9033,no-hit
3183,ENA_WAHB01003184_WAHB01003184.1,0.3769,1631,733.469,no-hit
3184,ENA_WAHB01003185_WAHB01003185.1,0.3353,1664,161.3678,no-hit
3185,ENA_WAHB01003186_WAHB01003186.1,0.3347,1661,93.5629,no-hit
3186,ENA_WAHB01003187_WAHB01003187.1,0.444,1618,526.7403,no-hit
3187,ENA_WAHB01003188_WAHB01003188.1,0.3155,1723,530.1801,no-hit
3188,ENA_WAHB01003189_WAHB01003189.1,0.4318,1722,784.4977,no-hit
3189,ENA_WAHB01003190_WAHB01003190.1,0.3716,1719,401.1328,no-hit
3190,ENA_WAHB01003191_WAHB01003191.1,0.3505,1712,338.422,no-hit
3191,ENA_WAHB01003192_WAHB01003192.1,0.3525,1711,573.6265,no-hit
3192,ENA_WAHB01003193_WAHB01003193.1,0.4794,1648,1460.557,no-hit
3193,ENA_WAHB01003194_WAHB01003194.1,0.3495,1648,156.3774,no-hit
3194,ENA_WAHB01003195_WAHB01003195.1,0.3962,1705,580.8801,no-hit
3195,ENA_WAHB01003196_WAHB01003196.1,0.3859,1705,365.2481,no-hit
3196,ENA_WAHB01003197_WAHB01003197.1,0.3327,1704,192.3051,no-hit
3197,ENA_WAHB01003198_WAHB01003198.1,0.5515,1654,1106.1822,no-hit
3198,ENA_WAHB01003199_WAHB01003199.1,0.3218,1642,138.2035,no-hit
3199,ENA_WAHB01003200_WAHB01003200.1,0.4566,1695,7936.8429,no-hit
3200,ENA_WAHB01003201_WAHB01003201.1,0.3585,1635,77.7181,no-hit
3201,ENA_WAHB01003202_WAHB01003202.1,0.4408,1690,2618.9882,no-hit
3202,ENA_WAHB01003203_WAHB01003203.1,0.3432,1687,194.035,no-hit
3203,ENA_WAHB01003204_WAHB01003204.1,0.3982,1658,1510.5607,no-hit
3204,ENA_WAHB01003205_WAHB01003205.1,0.3708,1636,230.0982,no-hit
3205,ENA_WAHB01003206_WAHB01003206.1,0.4113,1577,1310.6179,no-hit
3206,ENA_WAHB01003207_WAHB01003207.1,0.5567,1683,615.4029,no-hit
3207,ENA_WAHB01003208_WAHB01003208.1,0.345,1682,364.2933,no-hit
3208,ENA_WAHB01003209_WAHB01003209.1,0.4007,1622,182.0512,no-hit
3209,ENA_WAHB01003210_WAHB01003210.1,0.3568,1680,422.8344,no-hit
3210,ENA_WAHB01003211_WAHB01003211.1,0.413,1680,357.6788,no-hit
3211,ENA_WAHB01003212_WAHB01003212.1,0.3148,1680,675.8354,no-hit
3212,ENA_WAHB01003213_WAHB01003213.1,0.3938,1673,195.2944,no-hit
3213,ENA_WAHB01003214_WAHB01003214.1,0.4271,1582,1435.2617,no-hit
3214,ENA_WAHB01003215_WAHB01003215.1,0.3442,1660,192.1471,no-hit
3215,ENA_WAHB01003216_WAHB01003216.1,0.3451,1673,398.5885,no-hit
3216,ENA_WAHB01003217_WAHB01003217.1,0.3713,1670,450.3012,no-hit
3217,ENA_WAHB01003218_WAHB01003218.1,0.472,1606,5368.7584,no-hit
3218,ENA_WAHB01003219_WAHB01003219.1,0.3952,1642,262.4379,no-hit
3219,ENA_WAHB01003220_WAHB01003220.1,0.3641,1612,255.3617,no-hit
3220,ENA_WAHB01003221_WAHB01003221.1,0.4157,1667,227.7373,no-hit
3221,ENA_WAHB01003222_WAHB01003222.1,0.3929,1667,371.1704,no-hit
3222,ENA_WAHB01003223_WAHB01003223.1,0.43,1652,331.3658,no-hit
3223,ENA_WAHB01003224_WAHB01003224.1,0.366,1664,188.9982,no-hit
3224,ENA_WAHB01003225_WAHB01003225.1,0.3885,1663,2031.3001,no-hit
3225,ENA_WAHB01003226_WAHB01003226.1,0.3874,1652,120.02,no-hit
3226,ENA_WAHB01003227_WAHB01003227.1,0.3476,1658,1678.0103,no-hit
3227,ENA_WAHB01003228_WAHB01003228.1,0.3848,1658,730.6327,no-hit
3228,ENA_WAHB01003229_WAHB01003229.1,0.3908,1657,636.5547,Cnidaria
3229,ENA_WAHB01003230_WAHB01003230.1,0.3841,1657,432.4004,no-hit
3230,ENA_WAHB01003231_WAHB01003231.1,0.484,1657,663.5836,no-hit
3231,ENA_WAHB01003232_WAHB01003232.1,0.4295,1654,205.337,no-hit
3232,ENA_WAHB01003233_WAHB01003233.1,0.4006,1652,142.1994,no-hit
3233,ENA_WAHB01003234_WAHB01003234.1,0.3832,1652,230.6168,no-hit
3234,ENA_WAHB01003235_WAHB01003235.1,0.3674,1650,562.8224,no-hit
3235,ENA_WAHB01003236_WAHB01003236.1,0.4424,1650,765.3055,no-hit
3236,ENA_WAHB01003237_WAHB01003237.1,0.3467,1650,279.9758,no-hit
3237,ENA_WAHB01003238_WAHB01003238.1,0.5783,1649,1236.3647,no-hit
3238,ENA_WAHB01003239_WAHB01003239.1,0.3935,1601,325.9094,no-hit
3239,ENA_WAHB01003240_WAHB01003240.1,0.3172,1590,277.0637,no-hit
3240,ENA_WAHB01003241_WAHB01003241.1,0.3787,1640,277.6921,no-hit
3241,ENA_WAHB01003242_WAHB01003242.1,0.3337,1640,1211.3655,no-hit
3242,ENA_WAHB01003243_WAHB01003243.1,0.3926,1616,346.3752,no-hit
3243,ENA_WAHB01003244_WAHB01003244.1,0.4677,1580,467.5335,Cnidaria
3244,ENA_WAHB01003245_WAHB01003245.1,0.3873,1531,124.3331,no-hit
3245,ENA_WAHB01003246_WAHB01003246.1,0.3826,1576,207.1218,no-hit
3246,ENA_WAHB01003247_WAHB01003247.1,0.4148,1637,542.0043,no-hit
3247,ENA_WAHB01003248_WAHB01003248.1,0.3747,1631,571.3262,no-hit
3248,ENA_WAHB01003249_WAHB01003249.1,0.5052,1632,1167.6753,no-hit
3249,ENA_WAHB01003250_WAHB01003250.1,0.3767,1643,252.4394,no-hit
3250,ENA_WAHB01003251_WAHB01003251.1,0.3595,1631,382.4055,no-hit
3251,ENA_WAHB01003252_WAHB01003252.1,0.3377,1588,162.0252,no-hit
3252,ENA_WAHB01003253_WAHB01003253.1,0.3891,1573,82.9994,no-hit
3253,ENA_WAHB01003254_WAHB01003254.1,0.4023,1624,424.4498,no-hit
3254,ENA_WAHB01003255_WAHB01003255.1,0.371,1620,196.6531,no-hit
3255,ENA_WAHB01003256_WAHB01003256.1,0.4037,1620,93.7759,no-hit
3256,ENA_WAHB01003257_WAHB01003257.1,0.3593,1585,441.8121,no-hit
3257,ENA_WAHB01003258_WAHB01003258.1,0.3863,1618,118.8838,no-hit
3258,ENA_WAHB01003259_WAHB01003259.1,0.3424,1581,138.6962,no-hit
3259,ENA_WAHB01003260_WAHB01003260.1,0.3892,1616,225.3558,no-hit
3260,ENA_WAHB01003261_WAHB01003261.1,0.3432,1524,414.2415,no-hit
3261,ENA_WAHB01003262_WAHB01003262.1,0.3986,1613,2550.9411,no-hit
3262,ENA_WAHB01003263_WAHB01003263.1,0.3786,1611,281.4252,no-hit
3263,ENA_WAHB01003264_WAHB01003264.1,0.3619,1611,428.1405,no-hit
3264,ENA_WAHB01003265_WAHB01003265.1,0.4014,1597,107.1265,no-hit
3265,ENA_WAHB01003266_WAHB01003266.1,0.3076,1608,1351.7547,no-hit
3266,ENA_WAHB01003267_WAHB01003267.1,0.3626,1607,445.3225,no-hit
3267,ENA_WAHB01003268_WAHB01003268.1,0.4229,1602,289.7739,no-hit
3268,ENA_WAHB01003269_WAHB01003269.1,0.3659,1602,370.0469,no-hit
3269,ENA_WAHB01003270_WAHB01003270.1,0.3544,1600,237.85,no-hit
3270,ENA_WAHB01003271_WAHB01003271.1,0.4817,1557,5204.7437,no-hit
3271,ENA_WAHB01003272_WAHB01003272.1,0.4486,1598,1412.8985,no-hit
3272,ENA_WAHB01003273_WAHB01003273.1,0.3693,1598,576.753,no-hit
3273,ENA_WAHB01003274_WAHB01003274.1,0.4085,1596,149.1159,no-hit
3274,ENA_WAHB01003275_WAHB01003275.1,0.3696,1488,124.9966,no-hit
3275,ENA_WAHB01003276_WAHB01003276.1,0.4179,1589,987.012,no-hit
3276,ENA_WAHB01003277_WAHB01003277.1,0.3501,1533,149.3187,no-hit
3277,ENA_WAHB01003278_WAHB01003278.1,0.412,1597,137.0426,no-hit
3278,ENA_WAHB01003279_WAHB01003279.1,0.3925,1539,171.0396,Cnidaria
3279,ENA_WAHB01003280_WAHB01003280.1,0.408,1527,801.5278,no-hit
3280,ENA_WAHB01003281_WAHB01003281.1,0.4198,1586,381.6035,no-hit
3281,ENA_WAHB01003282_WAHB01003282.1,0.4085,1586,521.8232,no-hit
3282,ENA_WAHB01003283_WAHB01003283.1,0.5641,1584,1378.4776,no-hit
3283,ENA_WAHB01003284_WAHB01003284.1,0.42,1481,649.1479,no-hit
3284,ENA_WAHB01003285_WAHB01003285.1,0.3512,1583,203.3664,no-hit
3285,ENA_WAHB01003286_WAHB01003286.1,0.4455,1578,3139.7896,no-hit
3286,ENA_WAHB01003287_WAHB01003287.1,0.4372,1577,228.6168,no-hit
3287,ENA_WAHB01003288_WAHB01003288.1,0.3745,1522,862.4231,no-hit
3288,ENA_WAHB01003289_WAHB01003289.1,0.386,1576,652.7511,no-hit
3289,ENA_WAHB01003290_WAHB01003290.1,0.4122,1572,429.7869,no-hit
3290,ENA_WAHB01003291_WAHB01003291.1,0.3429,1572,112.3053,no-hit
3291,ENA_WAHB01003292_WAHB01003292.1,0.4094,1518,644.5392,no-hit
3292,ENA_WAHB01003293_WAHB01003293.1,0.381,1530,197.8431,no-hit
3293,ENA_WAHB01003294_WAHB01003294.1,0.4218,1568,4990.6899,no-hit
3294,ENA_WAHB01003295_WAHB01003295.1,0.305,1506,267.2445,no-hit
3295,ENA_WAHB01003296_WAHB01003296.1,0.4069,1541,384.7099,no-hit
3296,ENA_WAHB01003297_WAHB01003297.1,0.3539,1489,1183.3868,no-hit
3297,ENA_WAHB01003298_WAHB01003298.1,0.353,1564,173.6508,no-hit
3298,ENA_WAHB01003299_WAHB01003299.1,0.4735,1508,2314.9562,no-hit
3299,ENA_WAHB01003300_WAHB01003300.1,0.3645,1562,424.7649,no-hit
3300,ENA_WAHB01003301_WAHB01003301.1,0.337,1561,761.0329,no-hit
3301,ENA_WAHB01003302_WAHB01003302.1,0.3372,1560,126.4308,no-hit
3302,ENA_WAHB01003303_WAHB01003303.1,0.3427,1499,312.0067,no-hit
3303,ENA_WAHB01003304_WAHB01003304.1,0.3577,1560,245.3635,no-hit
3304,ENA_WAHB01003305_WAHB01003305.1,0.3943,1559,1010.0148,no-hit
3305,ENA_WAHB01003306_WAHB01003306.1,0.4099,1557,196.0425,no-hit
3306,ENA_WAHB01003307_WAHB01003307.1,0.3745,1554,519.2761,Cnidaria
3307,ENA_WAHB01003308_WAHB01003308.1,0.3677,1515,577.5683,no-hit
3308,ENA_WAHB01003309_WAHB01003309.1,0.414,1505,249.5256,no-hit
3309,ENA_WAHB01003310_WAHB01003310.1,0.3878,1520,428.6761,no-hit
3310,ENA_WAHB01003311_WAHB01003311.1,0.4211,1500,2713.3456,no-hit
3311,ENA_WAHB01003312_WAHB01003312.1,0.3843,1543,194.9767,no-hit
3312,ENA_WAHB01003313_WAHB01003313.1,0.3308,1430,182.2034,no-hit
3313,ENA_WAHB01003314_WAHB01003314.1,0.3542,1547,248.7847,no-hit
3314,ENA_WAHB01003315_WAHB01003315.1,0.379,1546,235.4159,no-hit
3315,ENA_WAHB01003316_WAHB01003316.1,0.4297,1540,325.7949,no-hit
3316,ENA_WAHB01003317_WAHB01003317.1,0.4158,1544,281.2047,no-hit
3317,ENA_WAHB01003318_WAHB01003318.1,0.4139,1540,708.525,no-hit
3318,ENA_WAHB01003319_WAHB01003319.1,0.4412,1491,729.1216,no-hit
3319,ENA_WAHB01003320_WAHB01003320.1,0.373,1539,229.6621,no-hit
3320,ENA_WAHB01003321_WAHB01003321.1,0.3696,1538,363.6402,no-hit
3321,ENA_WAHB01003322_WAHB01003322.1,0.3715,1443,978.9535,no-hit
3322,ENA_WAHB01003323_WAHB01003323.1,0.404,1537,1674.8953,no-hit
3323,ENA_WAHB01003324_WAHB01003324.1,0.3633,1536,373.3379,no-hit
3324,ENA_WAHB01003325_WAHB01003325.1,0.3382,1500,186.7525,no-hit
3325,ENA_WAHB01003326_WAHB01003326.1,0.3773,1532,49.6808,no-hit
3326,ENA_WAHB01003327_WAHB01003327.1,0.3581,1427,261.8038,no-hit
3327,ENA_WAHB01003328_WAHB01003328.1,0.371,1532,255.7518,no-hit
3328,ENA_WAHB01003329_WAHB01003329.1,0.3836,1467,213.7454,no-hit
3329,ENA_WAHB01003330_WAHB01003330.1,0.3674,1528,273.5167,Cnidaria
3330,ENA_WAHB01003331_WAHB01003331.1,0.3667,1501,847.314,no-hit
3331,ENA_WAHB01003332_WAHB01003332.1,0.4018,1525,1499.4117,no-hit
3332,ENA_WAHB01003333_WAHB01003333.1,0.4207,1470,360.7917,no-hit
3333,ENA_WAHB01003334_WAHB01003334.1,0.3669,1523,912.3964,no-hit
3334,ENA_WAHB01003335_WAHB01003335.1,0.4076,1523,261.1808,no-hit
3335,ENA_WAHB01003336_WAHB01003336.1,0.3647,1467,279.3408,no-hit
3336,ENA_WAHB01003337_WAHB01003337.1,0.5007,1522,701.9264,no-hit
3337,ENA_WAHB01003338_WAHB01003338.1,0.3695,1520,202.2026,no-hit
3338,ENA_WAHB01003339_WAHB01003339.1,0.3926,1495,112.3866,Cnidaria
3339,ENA_WAHB01003340_WAHB01003340.1,0.5461,1498,1081.7437,no-hit
3340,ENA_WAHB01003341_WAHB01003341.1,0.4124,1518,353.612,no-hit
3341,ENA_WAHB01003342_WAHB01003342.1,0.4393,1517,5169.0383,no-hit
3342,ENA_WAHB01003343_WAHB01003343.1,0.3915,1520,1816.17,no-hit
3343,ENA_WAHB01003344_WAHB01003344.1,0.4115,1516,299.2351,no-hit
3344,ENA_WAHB01003345_WAHB01003345.1,0.3427,1523,174.4695,no-hit
3345,ENA_WAHB01003346_WAHB01003346.1,0.36,1439,117.041,no-hit
3346,ENA_WAHB01003347_WAHB01003347.1,0.3308,1455,275.9656,no-hit
3347,ENA_WAHB01003348_WAHB01003348.1,0.3923,1512,408.9112,no-hit
3348,ENA_WAHB01003349_WAHB01003349.1,0.3542,1454,103.8707,no-hit
3349,ENA_WAHB01003350_WAHB01003350.1,0.3902,1511,301.8766,no-hit
3350,ENA_WAHB01003351_WAHB01003351.1,0.3746,1511,433.0933,no-hit
3351,ENA_WAHB01003352_WAHB01003352.1,0.3218,1451,69.0565,no-hit
3352,ENA_WAHB01003353_WAHB01003353.1,0.3614,1509,328.9801,no-hit
3353,ENA_WAHB01003354_WAHB01003354.1,0.3589,1447,166.6093,no-hit
3354,ENA_WAHB01003355_WAHB01003355.1,0.3462,1506,451.1758,no-hit
3355,ENA_WAHB01003356_WAHB01003356.1,0.34,1459,92.7855,no-hit
3356,ENA_WAHB01003357_WAHB01003357.1,0.3957,1459,147.0391,Cnidaria
3357,ENA_WAHB01003358_WAHB01003358.1,0.3897,1452,7912.4124,no-hit
3358,ENA_WAHB01003359_WAHB01003359.1,0.4265,1504,764.3416,no-hit
3359,ENA_WAHB01003360_WAHB01003360.1,0.3567,1452,2047.6322,no-hit
3360,ENA_WAHB01003361_WAHB01003361.1,0.3949,1479,193.1028,no-hit
3361,ENA_WAHB01003362_WAHB01003362.1,0.3984,1501,786.9525,Cnidaria
3362,ENA_WAHB01003363_WAHB01003363.1,0.3584,1451,270.0691,no-hit
3363,ENA_WAHB01003364_WAHB01003364.1,0.3614,1498,332.3073,Cnidaria
3364,ENA_WAHB01003365_WAHB01003365.1,0.3317,1436,118.1289,no-hit
3365,ENA_WAHB01003366_WAHB01003366.1,0.3651,1405,356.6406,no-hit
3366,ENA_WAHB01003367_WAHB01003367.1,0.3803,1444,440.9167,no-hit
3367,ENA_WAHB01003368_WAHB01003368.1,0.4009,1494,499.4592,no-hit
3368,ENA_WAHB01003369_WAHB01003369.1,0.4334,1493,337.5981,no-hit
3369,ENA_WAHB01003370_WAHB01003370.1,0.3485,1492,357.2105,no-hit
3370,ENA_WAHB01003371_WAHB01003371.1,0.4725,1382,11583.5933,no-hit
3371,ENA_WAHB01003372_WAHB01003372.1,0.3484,1441,117.0701,no-hit
3372,ENA_WAHB01003373_WAHB01003373.1,0.3644,1491,686.6087,no-hit
3373,ENA_WAHB01003374_WAHB01003374.1,0.4895,1475,2662.501,no-hit
3374,ENA_WAHB01003375_WAHB01003375.1,0.446,1426,2967.9593,no-hit
3375,ENA_WAHB01003376_WAHB01003376.1,0.3646,1483,292.6442,no-hit
3376,ENA_WAHB01003377_WAHB01003377.1,0.3539,1478,326.9973,no-hit
3377,ENA_WAHB01003378_WAHB01003378.1,0.3473,1480,491.6385,no-hit
3378,ENA_WAHB01003379_WAHB01003379.1,0.3392,1478,691.1104,no-hit
3379,ENA_WAHB01003380_WAHB01003380.1,0.3345,1403,119.9629,no-hit
3380,ENA_WAHB01003381_WAHB01003381.1,0.3772,1472,230.103,no-hit
3381,ENA_WAHB01003382_WAHB01003382.1,0.4335,1475,895.6024,no-hit
3382,ENA_WAHB01003383_WAHB01003383.1,0.4137,1475,273.1787,no-hit
3383,ENA_WAHB01003384_WAHB01003384.1,0.479,1426,30648.4383,no-hit
3384,ENA_WAHB01003385_WAHB01003385.1,0.3642,1417,562.8239,no-hit
3385,ENA_WAHB01003386_WAHB01003386.1,0.2906,1356,149.8805,no-hit
3386,ENA_WAHB01003387_WAHB01003387.1,0.3657,1472,334.9123,no-hit
3387,ENA_WAHB01003388_WAHB01003388.1,0.3899,1470,384.4894,no-hit
3388,ENA_WAHB01003389_WAHB01003389.1,0.3459,1437,167.5936,no-hit
3389,ENA_WAHB01003390_WAHB01003390.1,0.373,1469,513.8046,no-hit
3390,ENA_WAHB01003391_WAHB01003391.1,0.38,1463,218.6302,no-hit
3391,ENA_WAHB01003392_WAHB01003392.1,0.3391,1384,345.9478,no-hit
3392,ENA_WAHB01003393_WAHB01003393.1,0.4796,1420,4766.6768,no-hit
3393,ENA_WAHB01003394_WAHB01003394.1,0.3479,1465,513.4559,no-hit
3394,ENA_WAHB01003395_WAHB01003395.1,0.3985,1464,599.8872,no-hit
3395,ENA_WAHB01003396_WAHB01003396.1,0.4572,1461,26363.165,no-hit
3396,ENA_WAHB01003397_WAHB01003397.1,0.3844,1461,713.0508,no-hit
3397,ENA_WAHB01003398_WAHB01003398.1,0.438,1462,629.9088,no-hit
3398,ENA_WAHB01003399_WAHB01003399.1,0.3467,1419,175.6392,no-hit
3399,ENA_WAHB01003400_WAHB01003400.1,0.3381,1334,4315.4595,no-hit
3400,ENA_WAHB01003401_WAHB01003401.1,0.313,1380,130.4486,no-hit
3401,ENA_WAHB01003402_WAHB01003402.1,0.3494,1454,216.8904,no-hit
3402,ENA_WAHB01003403_WAHB01003403.1,0.3749,1424,216.0846,no-hit
3403,ENA_WAHB01003404_WAHB01003404.1,0.458,1345,10829.0862,no-hit
3404,ENA_WAHB01003405_WAHB01003405.1,0.3624,1448,392.3347,no-hit
3405,ENA_WAHB01003406_WAHB01003406.1,0.3401,1426,93.0961,no-hit
3406,ENA_WAHB01003407_WAHB01003407.1,0.3823,1447,444.7181,no-hit
3407,ENA_WAHB01003408_WAHB01003408.1,0.3899,1390,136.1043,no-hit
3408,ENA_WAHB01003409_WAHB01003409.1,0.3273,1446,1133.9176,no-hit
3409,ENA_WAHB01003410_WAHB01003410.1,0.3599,1394,762.9289,no-hit
3410,ENA_WAHB01003411_WAHB01003411.1,0.3903,1418,958.3641,no-hit
3411,ENA_WAHB01003412_WAHB01003412.1,0.3774,1444,457.3331,no-hit
3412,ENA_WAHB01003413_WAHB01003413.1,0.3607,1447,187.4644,no-hit
3413,ENA_WAHB01003414_WAHB01003414.1,0.4877,1337,1266.0479,no-hit
3414,ENA_WAHB01003415_WAHB01003415.1,0.3861,1440,236.2903,no-hit
3415,ENA_WAHB01003416_WAHB01003416.1,0.3201,1440,1739.4444,no-hit
3416,ENA_WAHB01003417_WAHB01003417.1,0.3625,1440,183.4375,no-hit
3417,ENA_WAHB01003418_WAHB01003418.1,0.4822,1439,793.8339,no-hit
3418,ENA_WAHB01003419_WAHB01003419.1,0.5164,1439,1002.2753,no-hit
3419,ENA_WAHB01003420_WAHB01003420.1,0.3498,1439,117.2302,no-hit
3420,ENA_WAHB01003421_WAHB01003421.1,0.3461,1439,1528.9229,no-hit
3421,ENA_WAHB01003422_WAHB01003422.1,0.3707,1402,687.8943,no-hit
3422,ENA_WAHB01003423_WAHB01003423.1,0.3331,1330,143.6865,no-hit
3423,ENA_WAHB01003424_WAHB01003424.1,0.3443,1397,103.5891,no-hit
3424,ENA_WAHB01003425_WAHB01003425.1,0.3593,1436,101.0334,no-hit
3425,ENA_WAHB01003426_WAHB01003426.1,0.3666,1432,184.4455,no-hit
3426,ENA_WAHB01003427_WAHB01003427.1,0.4347,1431,4710.7966,no-hit
3427,ENA_WAHB01003428_WAHB01003428.1,0.3796,1370,410.3912,no-hit
3428,ENA_WAHB01003429_WAHB01003429.1,0.3968,1430,386.5269,no-hit
3429,ENA_WAHB01003430_WAHB01003430.1,0.3755,1430,245.4664,no-hit
3430,ENA_WAHB01003431_WAHB01003431.1,0.3688,1429,1460.5045,no-hit
3431,ENA_WAHB01003432_WAHB01003432.1,0.3702,1429,394.0539,no-hit
3432,ENA_WAHB01003433_WAHB01003433.1,0.3915,1364,757.0616,no-hit
3433,ENA_WAHB01003434_WAHB01003434.1,0.4481,1368,8390.7997,no-hit
3434,ENA_WAHB01003435_WAHB01003435.1,0.3632,1396,432.7099,Cnidaria
3435,ENA_WAHB01003436_WAHB01003436.1,0.3957,1386,698.8108,no-hit
3436,ENA_WAHB01003437_WAHB01003437.1,0.3879,1418,3134.8209,no-hit
3437,ENA_WAHB01003438_WAHB01003438.1,0.3728,1360,1731.5941,no-hit
3438,ENA_WAHB01003439_WAHB01003439.1,0.3485,1388,462.5915,no-hit
3439,ENA_WAHB01003440_WAHB01003440.1,0.3525,1410,765.8539,no-hit
3440,ENA_WAHB01003441_WAHB01003441.1,0.3909,1357,577.4963,no-hit
3441,ENA_WAHB01003442_WAHB01003442.1,0.3589,1412,451.0851,no-hit
3442,ENA_WAHB01003443_WAHB01003443.1,0.3685,1411,258.1609,no-hit
3443,ENA_WAHB01003444_WAHB01003444.1,0.345,1405,452.6251,no-hit
3444,ENA_WAHB01003445_WAHB01003445.1,0.3662,1409,1231.0092,no-hit
3445,ENA_WAHB01003446_WAHB01003446.1,0.4616,1409,1332.0043,no-hit
3446,ENA_WAHB01003447_WAHB01003447.1,0.4535,1312,6452.5968,no-hit
3447,ENA_WAHB01003448_WAHB01003448.1,0.3478,1406,359.3265,no-hit
3448,ENA_WAHB01003449_WAHB01003449.1,0.4147,1406,284.1373,no-hit
3449,ENA_WAHB01003450_WAHB01003450.1,0.3724,1405,1225.4639,no-hit
3450,ENA_WAHB01003451_WAHB01003451.1,0.3727,1361,422.5572,no-hit
3451,ENA_WAHB01003452_WAHB01003452.1,0.3382,1369,132.6348,no-hit
3452,ENA_WAHB01003453_WAHB01003453.1,0.3242,1354,526.5514,no-hit
3453,ENA_WAHB01003454_WAHB01003454.1,0.4708,1372,20486.7012,no-hit
3454,ENA_WAHB01003455_WAHB01003455.1,0.3983,1319,4228.9272,no-hit
3455,ENA_WAHB01003456_WAHB01003456.1,0.3381,1396,432.6977,no-hit
3456,ENA_WAHB01003457_WAHB01003457.1,0.4631,1354,4941.3936,no-hit
